"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","3","23","54","0","2017","A","N","Alabama -- Statewide","Local Government","NAICS 23 Construction","State, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",0.05,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","5","23","54","0","2017","A","","Alabama -- Statewide","Private","NAICS 23 Construction","State, NAICS Sector -- by ownership sector","All establishment sizes",9645,85262,4453218100,971090634,24965514,1004,52230,"",0.97,0.92,0.95,0.89,0.90,1.03,1.04,"",251,2.7,1157,1.4,203028220,4.8,16640401,1.7,-3783909,-13.2,32,3.3,1696,3.4
"01001","5","23","74","0","2017","A","","Autauga County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",83,449,18744838,4597607,87073,803,41771,"",1.20,0.86,0.88,0.87,0.68,1.02,1.02,"",1,1.2,-9,-2.0,242962,1.3,-306523,-6.3,-31101,-26.3,25,3.2,1330,3.3
"01003","5","23","74","0","2017","A","","Baldwin County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",587,3729,179095707,42113894,620344,924,48030,"",1.21,1.08,1.34,0.98,0.65,1.24,1.24,"",28,5.0,95,2.6,11155835,6.6,1977524,4.9,-120469,-16.3,35,3.9,1818,3.9
"01005","5","23","74","0","2017","A","","Barbour County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",30,152,7519413,1494128,17683,952,49497,"",0.68,0.39,0.50,0.33,0.16,1.26,1.26,"",-1,-3.2,6,4.1,748488,11.1,6121,0.4,-8619,-32.8,60,6.7,3121,6.7
"01007","5","23","74","0","2017","A","","Bibb County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",32,650,41357404,7211774,194294,1224,63643,"",1.10,3.29,4.79,3.63,3.41,1.46,1.46,"",1,3.2,-90,-12.2,-4409801,-9.6,-1490815,-17.1,-41337,-17.5,35,2.9,1802,2.9
"01009","5","23","74","0","2017","A","","Blount County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",91,505,20903684,5050598,97793,796,41373,"",1.48,1.26,1.38,1.18,1.15,1.09,1.09,"",8,9.6,49,10.7,3073646,17.2,394043,8.5,8677,9.7,45,6.0,2301,5.9
"01011","5","23","74","0","2017","A","N","Bullock County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0
"01013","5","23","74","0","2017","A","","Butler County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",28,211,9589347,2305532,51411,876,45537,"",0.72,0.66,0.81,0.58,0.50,1.24,1.24,"",2,7.7,-4,-1.9,-1157099,-10.8,15724,0.7,-12800,-19.9,-83,-8.7,-4350,-8.7
"01015","5","23","74","0","2017","A","","Calhoun County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",163,882,38848353,9161464,197810,847,44062,"",0.81,0.41,0.43,0.41,0.34,1.03,1.03,"",9,5.8,60,7.3,4395820,12.8,1143822,14.3,-22354,-10.2,41,5.1,2170,5.2
