"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","3","23","54","0","2018","A","N","Alabama -- Statewide","Local Government","NAICS 23 Construction","State, NAICS Sector -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,"N",0.07,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
"01000","5","23","54","0","2018","A","","Alabama -- Statewide","Private","NAICS 23 Construction","State, NAICS Sector -- by ownership sector","All establishment sizes",9897,89207,4813291374,1014837359,24126468,1038,53957,"",0.96,0.92,0.96,0.88,0.91,1.04,1.04,"",252,2.6,3945,4.6,360073274,8.1,43746725,4.5,-839046,-3.4,34,3.4,1727,3.3
"01001","5","23","74","0","2018","A","","Autauga County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",85,503,24007808,5340008,82328,918,47737,"",1.21,0.93,1.05,0.95,0.67,1.13,1.13,"",2,2.4,54,12.0,5262970,28.1,742401,16.1,-4745,-5.4,115,14.3,5966,14.3
"01003","5","23","74","0","2018","A","","Baldwin County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",634,4136,202805276,47058867,661541,943,49029,"",1.24,1.13,1.37,1.02,0.71,1.22,1.22,"",47,8.0,407,10.9,23709569,13.2,4944973,11.7,41197,6.6,19,2.1,999,2.1
"01005","5","23","74","0","2018","A","","Barbour County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",31,149,8108369,1500726,18233,1048,54480,"",0.69,0.37,0.48,0.31,0.16,1.30,1.30,"",1,3.3,-3,-2.0,588956,7.8,6598,0.4,550,3.1,96,10.1,4983,10.1
"01007","5","23","74","0","2018","A","","Bibb County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",33,631,40415374,6431731,178052,1232,64067,"",1.09,3.03,4.42,3.03,3.02,1.46,1.46,"",1,3.1,-19,-2.9,-942030,-2.3,-780043,-10.8,-16242,-8.4,8,0.7,424,0.7
"01009","5","23","74","0","2018","A","","Blount County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",95,530,22713757,5509520,85843,824,42863,"",1.50,1.26,1.38,1.21,0.98,1.10,1.10,"",4,4.4,25,5.0,1810073,8.7,458922,9.1,-11950,-12.2,28,3.5,1490,3.6
"01011","5","23","74","0","2018","A","N","Bullock County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,"N",0.38,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01013","5","23","74","0","2018","A","","Butler County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",29,227,10682149,2355488,58732,903,46972,"",0.74,0.68,0.84,0.58,0.57,1.23,1.23,"",1,3.6,16,7.6,1092802,11.4,49956,2.2,7321,14.2,27,3.1,1435,3.2
"01015","5","23","74","0","2018","A","","Calhoun County, Alabama","Private","NAICS 23 Construction","County, NAICS Sector -- by ownership sector","All establishment sizes",166,974,46375941,10133664,184854,915,47602,"",0.81,0.44,0.49,0.44,0.38,1.09,1.10,"",3,1.8,92,10.4,7527588,19.4,972200,10.6,-12956,-6.5,68,8.0,3540,8.0
