"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","44-45","54","0","2017","A","","Alabama -- Statewide","Federal Government","NAICS 44-45 Retail trade","State, NAICS Sector -- by ownership sector","All establishment sizes",12,824,46946927,0,0,1096,56997,"",1.41,1.37,2.81,0.00,0.00,2.05,2.05,"",0,0.0,-7,-0.8,-3837796,-7.6,0,0.0,0,0.0,-79,-6.7,-4122,-6.7
"01000","2","44-45","54","0","2017","A","N","Alabama -- Statewide","State Government","NAICS 44-45 Retail trade","State, NAICS Sector -- by ownership sector","All establishment sizes",173,0,0,0,0,0,0,"N",31.91,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","3","44-45","54","0","2017","A","N","Alabama -- Statewide","Local Government","NAICS 44-45 Retail trade","State, NAICS Sector -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","5","44-45","54","0","2017","A","","Alabama -- Statewide","Private","NAICS 44-45 Retail trade","State, NAICS Sector -- by ownership sector","All establishment sizes",18467,231552,6379578461,2036596648,21842214,530,27551,"",1.40,1.08,1.15,1.16,1.15,1.06,1.06,"",112,0.6,-1448,-0.6,89000683,1.4,-1407821,-0.1,-2749860,-11.2,11,2.1,553,2.0
"01001","2","44-45","74","0","2017","A","N","Autauga County, Alabama","State Government","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",52.95,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","44-45","74","0","2017","A","","Autauga County, Alabama","Private","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",145,1670,43392221,14166705,137486,500,25991,"",1.57,1.40,1.73,1.67,1.56,1.24,1.24,"",-2,-1.4,-29,-1.7,1132949,2.7,-31139,-0.2,-44320,-24.4,22,4.6,1120,4.5
"01003","2","44-45","74","0","2017","A","","Baldwin County, Alabama","State Government","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",11,41,1159763,0,0,547,28460,"",41.73,10.56,15.75,0.00,0.00,1.50,1.50,"",1,10.0,1,2.5,79499,7.4,0,0.0,0,0.0,25,4.8,1340,4.9
"01003","5","44-45","74","0","2017","A","","Baldwin County, Alabama","Private","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",1035,13681,369474976,126102144,1373183,519,27007,"",1.61,1.72,2.34,1.82,2.10,1.36,1.36,"",15,1.5,-36,-0.3,8069584,2.2,1234159,1.0,-158649,-10.4,12,2.4,660,2.5
"01005","2","44-45","74","0","2017","A","N","Barbour County, Alabama","State Government","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",83.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01005","5","44-45","74","0","2017","A","","Barbour County, Alabama","Private","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",90,882,20618326,7554162,69348,450,23379,"",1.53,1.00,1.16,1.05,0.94,1.16,1.16,"",1,1.1,-40,-4.3,-1180098,-5.4,-332675,-4.2,-20794,-23.1,-5,-1.1,-270,-1.1
"01007","2","44-45","74","0","2017","A","N","Bibb County, Alabama","State Government","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",63.28,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01007","5","44-45","74","0","2017","A","","Bibb County, Alabama","Private","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",53,509,12935000,4428865,39124,488,25392,"",1.37,1.12,1.27,1.39,1.00,1.13,1.13,"",2,3.9,15,3.0,815166,6.7,129567,3.0,-8196,-17.3,16,3.4,862,3.5
"01009","2","44-45","74","0","2017","A","N","Blount County, Alabama","State Government","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",29.84,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01009","5","44-45","74","0","2017","A","","Blount County, Alabama","Private","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",131,1142,28902097,10054519,89338,487,25314,"",1.60,1.24,1.61,1.46,1.53,1.30,1.30,"",6,4.8,4,0.4,1242520,4.5,99611,1.0,-12258,-12.1,19,4.1,1001,4.1
"01011","2","44-45","74","0","2017","A","N","Bullock County, Alabama","State Government","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",154.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01011","5","44-45","74","0","2017","A","","Bullock County, Alabama","Private","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",22,211,4090790,1568766,16831,374,19426,"",1.39,0.64,0.66,0.58,0.45,1.04,1.04,"",0,0.0,11,5.5,123190,3.1,-73019,-4.4,-6263,-27.1,-8,-2.1,-429,-2.2
"01013","2","44-45","74","0","2017","A","N","Butler County, Alabama","State Government","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",47.20,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01013","5","44-45","74","0","2017","A","","Butler County, Alabama","Private","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",99,888,21032569,7674702,85103,455,23685,"",1.91,1.20,1.51,1.19,1.21,1.25,1.25,"",2,2.1,-23,-2.5,144447,0.7,-223654,-2.8,-18145,-17.6,14,3.2,765,3.3
"01015","1","44-45","74","0","2017","A","","Calhoun County, Alabama","Federal Government","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",1,9,697805,0,0,1491,77534,"",5.83,0.66,2.16,0.00,0.00,3.29,3.29,"",0,0.0,0,0.0,-83601,-10.7,0,0.0,0,0.0,-179,-10.7,-9289,-10.7
"01015","2","44-45","74","0","2017","A","N","Calhoun County, Alabama","State Government","NAICS 44-45 Retail trade","County, NAICS Sector -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,"N",36.65,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
